2,0,0,3,5, [20.59707447  1.74746269 49.21678574 42.19791315 77.10974527]
2,0,0,3,5, [20.12208997  0.38130147 50.14839458 25.99063258 75.7122487 ]
0,0,0,1,1, [64.79576033]
1,0,1,1,3, [50.08442188 19.08095302 77.98961285]
1,0,1,1,3, [50.49689428 17.85031452 78.23164328]
1,1,1,0,3, [  49.57579475   18.70515    3944.28702697]
0,0,0,1,1, [75.57784121]
1,0,0,2,3, [49.49631315  1.50185455 56.24339423]
1,0,1,1,3, [20.67132678 -8.30993518 48.13445381]
1,0,1,1,3, [50.70001376 17.15758934 79.1629484 ]
1,0,0,2,3, [48.185102   41.92827231 55.2303024 ]
1,0,1,1,3, [50.10732903 18.87731765 80.93930013]
1,0,1,1,3, [48.93679995 20.00088057 58.29928714]
0,0,1,0,1, [49.80230368]
2,0,1,2,5, [48.72195374 20.15202647  7.16240921 26.99914683 47.77895477]
1,0,1,1,3, [50.78568515 21.16197677 79.00911575]
1,0,0,2,3, [49.53139086  8.57337405 55.20871212]
1,1,0,1,3, [ 20.13188765   3.5785069  -17.93251659]
0,0,1,0,1, [54.73601032]
2,0,1,2,5, [49.13139329 19.97556131 12.54382403 23.96526174 73.6978636 ]
2,0,1,2,5, [20.27565274 11.85423659 49.84933255 24.23867484 80.5265815 ]
1,0,1,1,3, [49.42127301 15.49942104 77.67759364]
0,0,1,0,1, [20.32640852]
0,0,0,1,1, [40.28139761]
2,0,1,2,5, [50.73239808 19.96204387 12.78191355 42.96392275 54.80333087]
2,0,0,3,5, [ 20.56957836   1.9192992   50.39653587 -42.07418356  79.0917319 ]
0,0,1,0,1, [49.81894242]
2,0,0,3,5, [51.34975653 22.06178338  7.54446335 30.01904484 56.43408775]
0,0,0,1,1, [2.77791142]
2,0,0,3,5, [20.03395749 11.6574582  49.37734816 25.56428211 78.1621105 ]
2,0,1,2,5, [ 1.94399106e+01 -3.32096347e-02  4.81204069e+01  2.98958177e+01
  5.28884509e+01]
2,2,0,2,6, [19.91803031  0.46760851  0.46760743 50.590499   41.56377315 77.6402032 ]
2,0,2,1,5, [19.37959414 13.09127077 49.89660214 24.34193141 54.12245996]
1,0,1,1,3, [50.76599307 35.38260362 48.34093703]
0,0,1,0,1, [50.97405204]
1,0,1,1,3, [50.70372885  6.91265965 54.90341519]
2,0,0,3,5, [51.04644857 19.79829407 12.43083792 25.55625564 78.39773839]
1,0,1,1,3, [49.43059747 23.49877511 55.42944573]
2,0,0,3,5, [50.17844932 21.76292727  2.51481472 27.3609685  56.37508546]
2,0,1,2,5, [50.16535137 20.26496229 13.78130399 24.10616632 64.80947677]
2,0,0,3,5, [50.18783437 20.03973642 12.34754866 39.57006128 34.28324263]
2,0,0,3,5, [5.34391988e+01 2.06892605e+01 1.65437308e+00 4.17858258e+03
 5.80164206e+01]
2,0,0,3,5, [21.31857861 11.5794472  48.69388318 42.09315635 56.52929181]
1,0,1,1,3, [50.64048964 19.92968889 55.2298617 ]
2,0,0,3,5, [19.54149968  1.36110532 50.06645381 27.0451788  78.19317744]
2,0,0,3,5, [18.63276865 12.10866073 50.31512823 40.78727454 74.82720847]
1,0,1,1,3, [51.26104293 20.07824634 57.74999901]
2,0,0,3,5, [50.07639895 20.04193971  2.02084942  3.16226435 77.88948357]
2,0,0,3,5, [50.16683024 19.68951936 11.5583485  44.95319204 44.09613875]
3,1,1,1,6, [44.74786966 20.27946629 18.57118753 26.37427717 50.62580656 49.28087786]
1,0,1,1,3, [48.97423535 18.88130047 75.55344232]
0,0,1,0,1, [54.47501]
2,0,0,3,5, [5.34391988e+01 2.06892605e+01 1.65437308e+00 4.17858258e+03
 5.80164206e+01]
2,0,0,3,5, [21.31857861 11.5794472  48.69388318 42.09315635 56.52929181]
1,0,1,1,3, [50.64048964 19.92968889 55.2298617 ]
2,0,0,3,5, [19.54149968  1.36110532 50.06645381 27.0451788  78.19317744]
2,0,0,3,5, [18.63276865 12.10866073 50.31512823 40.78727454 74.82720847]
1,0,1,1,3, [51.26104293 20.07824634 57.74999901]
2,0,0,3,5, [50.07639895 20.04193971  2.02084942  3.16226435 77.88948357]
2,0,0,3,5, [50.16683024 19.68951936 11.5583485  44.95319204 44.09613875]
3,1,1,1,6, [44.74786966 20.27946629 18.57118753 26.37427717 50.62580656 49.28087786]
1,0,1,1,3, [48.97423535 18.88130047 75.55344232]
0,0,1,0,1, [54.47501]
2,0,0,3,5, [20.69159561 -8.80873647 49.47542611 26.43612885 74.84680532]
2,0,1,2,5, [50.78090696 20.56105034 11.7590157  25.87039581 54.38575648]
1,2,1,2,6, [34.99339577 19.57201162 10.83264867 26.72745071 27.002046   52.53585633]
2,0,1,2,5, [50.71600543 21.43910042 15.25917461 35.71313096 81.34134742]
2,0,0,3,5, [48.84218063 21.3186845  -0.42774092 41.19495882 75.48779749]
2,1,0,3,6, [20.74160425  5.92856049  5.57510256 49.6573523  42.10971524 70.97768886]
2,0,0,3,5, [49.8992756  20.55136855  8.50513515 42.01681398 74.56221914]
2,0,0,3,5, [49.90605153 21.32802816 10.62161023 26.23786055 77.10976597]
1,0,0,2,3, [50.41712864 40.92917043 70.1140621 ]
2,0,1,2,5, [20.122568    1.67156467 50.48330449 25.17984328 54.87125237]
2,0,0,3,5, [19.74743422 -1.23353063 50.36564661 32.08765404 77.89639676]
0,0,0,1,1, [1.42848489]
1,0,1,1,3, [20.26328734 14.55060422 50.24990686]
2,0,2,1,5, [50.55462405 19.4357514   7.02632764 24.1194541  54.93852908]
0,0,0,1,1, [78.90443162]
2,0,0,3,5, [50.23933914 19.44956778  7.52194015 26.81254277 58.92309347]
3,3,1,0,7, [37.56394356 19.38754145 46.49037554 42.64779874 42.64779876 47.16290817
 47.89253253]
1,0,0,2,3, [17.10266171  0.69836978 78.89969251]
2,0,1,2,5, [20.54343128 10.64499937 50.14691421 48.22459088 58.00045547]
2,1,0,4,7, [19.69499997  1.52431348 50.31528173 42.51166839 40.03559293 41.99246159
 67.96034161]
1,0,1,1,3, [19.91506016  3.8166525  49.61032713]
0,0,0,1,1, [0.52303029]
2,0,1,2,5, [51.88487618 17.95723713  0.55246386 24.01103644 57.52947517]
1,0,1,1,3, [49.7684361  43.61333479 53.9371766 ]
2,0,1,2,5, [19.66482411  5.22402206 49.83275412 23.96353114 78.3828096 ]
1,0,0,2,3, [49.91159681 42.06649018 56.00069223]
2,0,1,2,5, [19.79585277  3.67475516 49.23869745 23.99771903 78.50941219]
2,0,1,2,5, [20.66834511 12.50791764 49.84853146 -7.38001641 53.88195382]
2,0,0,3,5, [19.55710316  5.29427266 49.12901683 43.84554826 65.48364247]
2,0,2,1,5, [19.77520508 14.33437146 50.13062614 45.03848326 54.40981454]
1,0,0,2,3, [20.58813354 11.41308673 26.26380268]
1,0,1,1,3, [49.75305437 22.16319093 57.67358776]
2,0,0,3,5, [49.94962966 19.87355211 11.99763589 39.08715522 58.64105276]
2,0,1,2,5, [49.95113569 22.96854552  9.30698348 43.70122937 54.03538827]
4,0,1,1,6, [19.56690493 13.14709972 49.89491021 24.13290491 54.11947671 54.11947208]
1,0,0,2,3, [ 20.21418333 -76.99278742  78.91743843]
2,0,0,3,5, [ 20.92899113   4.33982192  48.55567617 -12.43992134  71.90023961]
2,0,0,3,5, [53.18566919 20.38251618  1.43021645 25.7091026  58.31796456]
1,0,1,1,3, [50.75567781 21.07180471  0.37883863]
